stock,date,open,high,low,close,volume
AMD,2025-04-23,91.875,93.74,90.12,90.39,41102589.0
AMD,2025-04-22,86.12,87.17,85.17,86.26,35236735.0
AMD,2025-04-21,86.015,86.14,83.75,85.56,33855392.0
AMD,2025-04-17,88.84,89.03,86.515,87.5,34801437.0
AMD,2025-04-16,87.61,90.47,85.295,88.29,62109016.0
AMD,2025-04-15,94.66,96.85,94.62,95.29,28116536.0
AMD,2025-04-14,97.11,97.3699,93.45,94.5,36002970.0
AMD,2025-04-11,90.51,94.76,90.5,93.4,57892600.0
AMD,2025-04-10,91.0,92.95,85.06,88.7,65210565.0
AMD,2025-04-09,79.22,97.91,78.87,96.84,97827352.0
AMD,2025-04-08,86.145,88.93,76.48,78.21,69910233.0
AMD,2025-04-07,80.68,89.0,77.75,83.64,70515429.0
AMD,2025-04-04,90.1,91.08,83.67,85.76,65847021.0
AMD,2025-04-03,97.79,99.4499,93.64,93.8,50472542.0
AMD,2025-04-02,101.52,104.185,100.76,102.96,20793989.0
AMD,2025-04-01,102.16,102.83,100.93,102.78,23523230.0
AMD,2025-03-31,100.235,102.82,98.8,102.74,30865342.0
AMD,2025-03-28,105.525,106.51,102.48,103.22,31069114.0
AMD,2025-03-27,106.11,107.62,105.5499,106.65,32773714.0
AMD,2025-03-26,114.11,115.8999,108.68,110.19,39976485.0
AMD,2025-03-25,113.265,114.95,112.71,114.81,29077507.0
AMD,2025-03-24,109.73,114.85,109.4,113.85,53342002.0
AMD,2025-03-21,105.33,107.25,104.33,106.44,30767938.0
AMD,2025-03-20,105.12,108.26,105.12,107.14,26871839.0
AMD,2025-03-19,104.42,107.9,101.96,106.23,32287496.0
AMD,2025-03-18,103.85,104.55,102.97,103.51,27152827.0
AMD,2025-03-17,102.6,106.15,102.6,104.59,43689523.0
AMD,2025-03-14,99.64,101.22,99.58,100.97,24715265.0
AMD,2025-03-13,99.715,100.07,97.27,98.11,28575150.0
AMD,2025-03-12,99.045,101.715,98.17,100.79,34241287.0
AMD,2025-03-11,96.79,98.1599,94.73,96.76,34078300.0
AMD,2025-03-10,98.57,101.29,95.83,96.63,38281746.0
AMD,2025-03-07,98.88,100.65,96.39,100.31,33254367.0
AMD,2025-03-06,99.05,101.08,98.27,98.85,28984978.0
AMD,2025-03-05,100.36,101.84,98.87,101.67,27855488.0
AMD,2025-03-04,96.0,103.18,95.89,100.75,54156941.0
AMD,2025-03-03,101.515,102.34,97.09,98.23,38957988.0
AMD,2025-02-28,99.56,101.8,98.69,99.86,45194576.0
AMD,2025-02-27,105.08,105.76,99.5,99.51,47263727.0
AMD,2025-02-26,104.945,105.7999,103.99,104.74,29178213.0
AMD,2025-02-25,107.885,108.64,103.62,103.96,39169161.0
AMD,2025-02-24,111.49,111.6,107.98,108.11,29072208.0
AMD,2025-02-21,114.845,115.76,110.43,110.84,41353683.0
AMD,2025-02-20,115.01,116.55,113.105,114.17,27219565.0
AMD,2025-02-19,114.245,116.11,113.14,114.69,28807709.0
AMD,2025-02-18,114.05,115.55,113.45,114.28,31720307.0
AMD,2025-02-14,112.65,114.63,111.7,113.1,32477159.0
AMD,2025-02-13,112.0,114.6,110.4,111.81,40911804.0
AMD,2025-02-12,109.52,111.8356,109.0649,111.72,25319729.0
AMD,2025-02-11,108.98,113.07,108.94,111.1,35033759.0
AMD,2025-02-10,108.44,111.4,108.15,110.48,34905359.0
AMD,2025-02-07,109.13,109.92,106.79,107.56,46082499.0
AMD,2025-02-06,110.93,112.56,109.02,110.16,50426590.0
AMD,2025-02-05,107.61,112.09,106.5,112.01,110609343.0
AMD,2025-02-04,115.45,119.85,114.79,119.5,69412094.0
AMD,2025-02-03,113.875,115.16,112.98,114.27,34586051.0
AMD,2025-01-31,119.14,119.565,115.33,115.95,40533565.0
AMD,2025-01-30,118.53,120.44,117.09,118.86,29788383.0
AMD,2025-01-29,115.77,118.52,114.96,117.35,40199052.0
AMD,2025-01-28,115.175,116.15,112.95,114.17,40554760.0
AMD,2025-01-27,117.8,118.08,112.8,115.01,61067888.0
AMD,2025-01-24,124.55,125.25,122.23,122.84,31570300.0
AMD,2025-01-23,121.425,123.71,120.63,123.04,24921108.0
AMD,2025-01-22,123.08,125.65,121.912,123.75,35023842.0
AMD,2025-01-21,122.39,123.75,121.1201,122.28,31578832.0
AMD,2025-01-17,120.78,122.74,120.55,121.46,35765924.0
AMD,2025-01-16,120.24,121.09,118.25,118.44,29414126.0
AMD,2025-01-15,117.55,120.42,117.46,119.96,38185819.0
AMD,2025-01-14,118.0,118.66,114.5,116.09,37005279.0
AMD,2025-01-13,115.28,117.48,114.41,117.32,39128897.0
AMD,2025-01-10,118.18,118.71,114.4501,116.04,59415614.0
AMD,2025-01-08,124.51,125.3,120.1201,121.84,46723136.0
AMD,2025-01-07,130.51,131.71,126.8537,127.33,39220408.0
AMD,2025-01-06,129.07,130.73,127.36,129.55,48020190.0
AMD,2025-01-03,121.65,125.56,121.42,125.37,36785299.0
AMD,2025-01-02,122.29,123.14,119.44,120.63,34256182.0
AMD,2024-12-31,123.1,123.55,120.138,120.79,30203428.0
AMD,2024-12-30,123.562,124.1,122.35,122.44,30501637.0
AMD,2024-12-27,124.37,126.18,122.26,125.19,32924011.0
AMD,2024-12-26,125.52,127.2999,125.05,125.06,25139138.0
AMD,2024-12-24,127.51,127.51,124.66,126.29,24829564.0
AMD,2024-12-23,120.71,126.3387,120.47,124.6,47777898.0
AMD,2024-12-20,118.0,121.86,117.9,119.21,53591212.0
AMD,2024-12-19,122.16,123.38,118.45,118.88,46160667.0
AMD,2024-12-18,125.43,127.75,120.43,121.41,49724442.0
AMD,2024-12-17,124.45,127.08,123.15,125.02,43314939.0
AMD,2024-12-16,126.01,127.76,123.12,126.69,42090277.0
AMD,2024-12-13,131.3,131.3,124.77,126.91,67544738.0
AMD,2024-12-12,130.0,132.32,129.07,130.6,34267091.0
AMD,2024-12-11,128.52,131.21,126.2201,130.15,45588138.0
AMD,2024-12-10,131.56,131.56,127.07,127.74,38907198.0
Palantir,2025-05-06,112.71,113.91,105.3201,108.86,201193359.0
Palantir,2025-05-05,123.7,125.255,121.36,123.77,135961250.0
Palantir,2025-05-02,118.66,124.42,118.63,124.28,103094298.0
Palantir,2025-05-01,120.04,120.19,116.0,116.2,90677568.0
Palantir,2025-04-30,111.61,118.78,110.54,118.44,109461682.0
Palantir,2025-04-29,113.98,117.23,113.24,116.08,79709007.0
Palantir,2025-04-28,113.78,114.86,108.87,114.65,111082860.0
Palantir,2025-04-25,108.05,112.88,106.55,112.78,103933839.0
Palantir,2025-04-24,101.53,108.0,100.9101,107.78,103190699.0
Palantir,2025-04-23,98.86,103.76,97.83,100.82,112909507.0
Palantir,2025-04-22,93.015,96.3399,91.3503,93.99,91185377.0
Palantir,2025-04-21,92.84,96.475,89.31,90.8,83831145.0
Palantir,2025-04-17,94.71,95.11,92.27,93.78,83991760.0
Palantir,2025-04-16,96.28,97.3,89.62,92.71,121997637.0
Palantir,2025-04-15,93.53,98.99,93.05,98.4,118457651.0
Palantir,2025-04-14,95.8,97.33,91.46,92.62,122836852.0
Palantir,2025-04-11,87.98,89.55,85.47,88.55,95130683.0
Palantir,2025-04-10,88.4,90.78,84.14,88.59,124448216.0
Palantir,2025-04-09,78.19,93.33,77.27,92.01,187244271.0
Palantir,2025-04-08,83.29,86.114,75.22,77.32,135345594.0
Palantir,2025-04-07,66.65,81.8,66.12,77.84,169083704.0
Palantir,2025-04-04,80.07,80.98,71.9303,74.01,147323190.0
Palantir,2025-04-03,81.25,85.68,81.01,83.6,93878189.0
Palantir,2025-04-02,82.4,88.405,82.3,87.45,96563137.0
Palantir,2025-04-01,83.89,85.28,81.8201,84.68,78980662.0
Palantir,2025-03-31,80.0,84.65,78.75,84.4,108092868.0
Palantir,2025-03-28,89.34,89.38,84.1,85.85,91091708.0
Palantir,2025-03-27,91.015,93.65,89.67,90.09,82823003.0
Palantir,2025-03-26,96.29,97.2999,90.82,92.28,82138337.0
Palantir,2025-03-25,97.22,98.17,95.08,96.5,78015273.0
Palantir,2025-03-24,93.4,97.39,92.28,96.75,112164708.0
Palantir,2025-03-21,85.85,91.07,84.46,90.96,116748695.0
Palantir,2025-03-20,85.54,89.8,85.12,87.39,105547414.0
Palantir,2025-03-19,84.55,87.99,82.86,86.1,89797417.0
Palantir,2025-03-18,85.78,86.1699,81.8,83.89,93236494.0
Palantir,2025-03-17,88.44,88.82,84.5,87.35,99348869.0
Palantir,2025-03-14,82.97,87.27,82.16,86.24,113985021.0
Palantir,2025-03-13,82.845,83.74,78.32,79.62,100927167.0
Palantir,2025-03-12,83.48,84.55,79.86,83.65,116525071.0
Palantir,2025-03-11,75.785,80.745,75.53,78.05,109351514.0
Palantir,2025-03-10,82.0,82.69,74.57,76.38,133318038.0
Palantir,2025-03-07,80.025,85.16,79.15,84.91,105377101.0
Palantir,2025-03-06,87.505,88.34,80.01,80.46,117340586.0
Palantir,2025-03-05,86.35,90.3,82.5,90.13,116052996.0
Palantir,2025-03-04,80.16,88.5,79.3,84.4,116800332.0
Palantir,2025-03-03,88.55,90.4796,82.53,83.42,114573905.0
Palantir,2025-02-28,79.98,85.18,78.58,84.92,125977426.0
Palantir,2025-02-27,91.91,93.62,84.17,84.77,99680477.0
Palantir,2025-02-26,89.16,91.69,87.59,89.31,94846187.0
Palantir,2025-02-25,90.65,91.7,85.25,87.84,132626266.0
Palantir,2025-02-24,95.88,99.01,89.3,90.68,184484984.0
Palantir,2025-02-21,107.68,109.07,100.0,101.35,129063185.0
Palantir,2025-02-20,102.91,107.4,95.8,106.27,243093928.0
Palantir,2025-02-19,123.86,125.41,108.56,112.06,147487261.0
Palantir,2025-02-18,120.94,125.0,118.43,124.62,84227164.0
Palantir,2025-02-14,117.9,120.67,116.8,119.16,65528863.0
Palantir,2025-02-13,117.31,118.39,115.1501,117.91,60026970.0
Palantir,2025-02-12,110.29,117.59,110.0,117.39,75316878.0
Palantir,2025-02-11,116.5,118.66,112.1,112.62,94311705.0
Palantir,2025-02-10,112.03,116.76,108.72,116.65,99938072.0
Palantir,2025-02-07,111.66,116.3,110.45,110.85,143795408.0
Palantir,2025-02-06,101.09,111.545,100.26,111.28,128217484.0
Palantir,2025-02-05,101.78,103.57,99.32,101.36,90792345.0
Palantir,2025-02-04,102.8,106.91,100.51,103.83,230806794.0
Palantir,2025-02-03,80.125,84.25,78.47,83.74,126592731.0
Palantir,2025-01-31,81.0,85.22,80.87,82.49,79000219.0
Palantir,2025-01-30,80.02,81.8299,79.38,81.22,46067527.0
Palantir,2025-01-29,79.95,80.8199,77.81,79.76,49262158.0
Palantir,2025-01-28,75.54,80.74,74.04,80.23,65916656.0
Palantir,2025-01-27,74.07,76.72,72.67,75.44,76093325.0
Palantir,2025-01-24,79.05,82.24,78.4401,78.98,77931906.0
Palantir,2025-01-23,76.04,79.0,75.84,78.98,55937896.0
Palantir,2025-01-22,74.5,77.16,73.8,76.87,66876368.0
Palantir,2025-01-21,73.24,73.6363,70.6007,73.07,56228967.0
Palantir,2025-01-17,70.9,72.34,69.95,71.77,54753981.0
Palantir,2025-01-16,69.08,71.43,68.36,69.24,62908663.0
Palantir,2025-01-15,68.55,68.85,67.08,68.14,56025752.0
Palantir,2025-01-14,67.18,68.23,65.19,65.91,56814898.0
Palantir,2025-01-13,64.29,65.68,63.4,64.98,69046325.0
Palantir,2025-01-10,66.01,68.2,65.04,67.26,78148636.0
Palantir,2025-01-08,68.12,69.53,66.51,68.23,91349513.0
Palantir,2025-01-07,75.2,75.39,69.75,69.99,91727347.0
Palantir,2025-01-06,78.69,80.06,74.61,75.92,105619544.0
Palantir,2025-01-03,75.39,79.98,75.19,79.89,62415008.0
Palantir,2025-01-02,76.2,76.53,72.42,75.19,72217192.0
Palantir,2024-12-31,77.58,77.9796,73.65,75.63,56267937.0
Palantir,2024-12-30,77.04,79.24,76.11,77.18,60850862.0
Palantir,2024-12-27,81.42,82.0,77.93,79.08,66975887.0
Palantir,2024-12-26,83.16,83.49,81.3,82.14,60547746.0
Palantir,2024-12-24,81.09,84.7968,81.0,82.38,64983263.0
Palantir,2024-12-23,80.65,82.02,77.41,80.69,93819484.0
Palantir,2024-12-20,72.64,80.66,71.5,80.55,281230836.0
Palantir,2024-12-19,73.99,76.59,73.37,74.21,99524332.0
Palantir,2024-12-18,74.3,77.6,70.27,71.51,109643381.0
Palantir,2024-12-17,73.28,75.32,71.7,74.39,75469386.0
Palantir,2024-12-16,75.06,77.82,71.16,75.75,126099615.0
Palantir,2024-12-13,73.49,76.1,72.45,76.07,76172785.0
Palantir,2024-12-12,72.3,75.38,71.9,73.2,73859672.0
Palantir,2024-12-11,72.98,73.0,68.07,72.51,89477656.0
Palantir,2024-12-10,71.99,75.56,70.73,70.89,89672470.0
